Fecha;Linea;Mensaje;Duración
"25.04.2020 09:02:05";E;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";25:56:01
"25.04.2020 09:02:05";H;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";25:56:01
"24.04.2020 17:18:02";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:02:01
"24.04.2020 15:54:02";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:22:01
"24.04.2020 09:02:11";A;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";23:55:53
"24.04.2020 09:02:11";B;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";23:55:53
"24.04.2020 09:02:11";C;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";23:55:53
"24.04.2020 09:02:11";D;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";23:55:53
"24.04.2020 09:02:11";E;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";23:55:53
"24.04.2020 09:02:11";H;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";23:55:53
"24.04.2020 02:02:07";B;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";06:55:56
"24.04.2020 00:36:05";B;"Servicio interrumpido por medida de fuerza gremial.";01:24:05
"23.04.2020 22:26:09";B;"Servicio interrumpido por medida de fuerza gremial";02:07:55
"23.04.2020 20:10:07";E;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";12:47:56
"23.04.2020 20:04:03";E;"Ya realiza recorrido completo entre cabeceras.";00:04:03
"23.04.2020 19:08:10";E;"Servicio limitado Retiro - Entre Ríos por medida de fuerza gremial";00:53:52
"23.04.2020 18:08:05";E;"Servicio limitado entre las estaciones Retiro y Entre Ríos";00:57:57
"23.04.2020 18:04:02";E;"Servicio interrumpido por medida de fuerza gremial";00:02:01
"23.04.2020 17:10:11";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:13:57
"23.04.2020 16:50:02";B;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";05:34:01
"23.04.2020 16:50:02";C;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";16:08:01
"23.04.2020 16:50:02";D;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";16:08:01
"23.04.2020 16:50:02";E;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";01:12:00
"23.04.2020 16:50:02";H;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";16:08:01
"23.04.2020 16:38:04";A;"Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar";16:19:59
"23.04.2020 16:06:05";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:02:03
"23.04.2020 11:48:03";U;"Ya realiza su recorrido completo entre cabeceras";00:02:00
"23.04.2020 11:08:08";P;"Ya realiza su recorrido completo entre cabeceras";00:00:00
"23.04.2020 10:46:09";U;"Servicio limitado entre las estaciones Ejército de los Andes y Federico Lacroze";00:59:53
"23.04.2020 09:12:02";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";01:54:04
"23.04.2020 09:02:02";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";07:34:03
"23.04.2020 09:02:02";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";07:46:06
"23.04.2020 09:02:02";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";07:46:06
"23.04.2020 09:02:02";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";07:46:06
"23.04.2020 09:02:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";07:46:06
"23.04.2020 09:02:02";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";07:46:06
"22.04.2020 18:38:04";P;"Ya realiza su recorrido completo entre cabeceras";00:01:59
"22.04.2020 17:12:05";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";01:23:57
"22.04.2020 15:56:08";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:13:56
"22.04.2020 10:00:03";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";05:54:02
"22.04.2020 09:16:04";P;"Servicio limitado Saguier y Cívico por falta de polícia afectada a protocolo de Covid19.";00:42:05
"21.04.2020 19:06:05";P;"Ya realiza recorrido completo entre cabeceras.";00:02:01
"21.04.2020 17:18:05";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";01:46:01
"21.04.2020 15:58:10";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:17:58
"21.04.2020 09:08:06";P;"Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico";06:47:59
"21.04.2020 09:02:05";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:56:02
"21.04.2020 09:02:05";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:56:02
"21.04.2020 09:02:05";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:56:02
"21.04.2020 09:02:05";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:56:02
"21.04.2020 09:02:05";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:56:02
"21.04.2020 09:02:05";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:56:02
"20.04.2020 17:08:06";P;"Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico";07:23:58
"20.04.2020 16:06:04";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:00:01
"20.04.2020 09:10:11";P;"Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico";06:53:51
"19.04.2020 19:04:04";P;"Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico";05:26:09
"19.04.2020 17:24:03";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";01:38:07
"19.04.2020 16:04:03";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:18:05
"19.04.2020 11:04:04";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";04:57:58
"19.04.2020 11:02:08";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";45:55:57
"19.04.2020 11:02:08";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";45:55:57
"19.04.2020 11:02:08";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";45:55:57
"19.04.2020 11:02:08";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";45:55:57
"19.04.2020 11:02:08";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";45:55:57
"19.04.2020 11:02:08";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";45:55:57
"18.04.2020 17:10:08";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";07:21:59
"18.04.2020 15:58:02";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:10:00
"18.04.2020 09:02:02";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:06
"18.04.2020 09:02:02";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:06
"18.04.2020 09:02:02";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:06
"18.04.2020 09:02:02";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:06
"18.04.2020 09:02:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:06
"18.04.2020 09:02:02";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:06
"18.04.2020 09:02:02";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";06:54:05
"17.04.2020 23:46:03";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";09:11:59
"17.04.2020 23:42:07";E;"Ya realiza recorrido completo entre cabeceras.";00:01:56
"17.04.2020 22:58:06";E;"Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes";00:42:03
"17.04.2020 17:24:06";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";07:02:04
"17.04.2020 15:58:12";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:23:51
"17.04.2020 11:20:02";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";04:36:04
"17.04.2020 11:12:04";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";00:06:05
"16.04.2020 17:14:09";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";07:13:53
"16.04.2020 16:06:03";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:05:59
"16.04.2020 13:12:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";33:44:01
"16.04.2020 13:10:05";E;"Ya circula con su frecuencia habitual";00:00:00
"16.04.2020 12:54:02";E;"Servicio con demora por una formación detenida debido a una causa técnica.";00:14:02
"16.04.2020 09:18:05";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";06:46:00
"16.04.2020 09:02:06";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:55:56
"16.04.2020 09:02:06";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:55:56
"16.04.2020 09:02:06";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:55:56
"16.04.2020 09:02:06";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:55:56
"16.04.2020 09:02:06";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";03:49:56
"16.04.2020 09:02:06";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";47:55:56
"15.04.2020 17:10:10";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";07:19:53
"15.04.2020 15:58:04";P;"Servicio interrumpido por falta de policía afectada al operativo por protocolo covid19";01:09:58
"15.04.2020 09:08:02";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";06:48:00
"14.04.2020 22:40:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";34:18:07
"14.04.2020 21:42:02";E;"Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes";00:56:00
"14.04.2020 19:30:02";P;"Servicio limitado Saguier y Savio por falta de policía afectada por protocolo covid19";04:46:02
"14.04.2020 17:56:02";P;"Servicio limitado Saguier y Savio por falta de policía debido a protocolo covid19";01:32:00
"14.04.2020 17:35:17";P;"Servicio limitado Saguier y Savio por falta de policía dibido a protocolo covid19";00:18:45
"14.04.2020 17:10:09";P;"Servicio limitado Saguier y Savio por falta de policía debido a protocolo covid19";00:22:56
"14.04.2020 15:56:02";P;"Servicio interrumpido por falta de custodia policial";01:12:02
"14.04.2020 09:56:05";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";05:57:57
"14.04.2020 09:38:08";P;"Servicio Limitado Int. Saguier y Gral. Savio por falta de custodia poicial.";00:15:55
"13.04.2020 17:12:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:04:01
"13.04.2020 16:16:02";P;"Servicio interrumpido por falta de custodia policial";00:54:10
"13.04.2020 09:22:03";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:52:02
"12.04.2020 17:14:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:20:00
"12.04.2020 17:10:08";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:59
"12.04.2020 15:56:06";P;"Servicio interrumpido por falta de custodia policial";01:11:58
"12.04.2020 11:08:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";04:46:04
"12.04.2020 11:02:04";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";93:56:05
"12.04.2020 11:02:04";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";93:56:05
"12.04.2020 11:02:04";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";93:56:05
"12.04.2020 11:02:04";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";93:56:05
"12.04.2020 11:02:04";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";58:38:04
"12.04.2020 11:02:04";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";93:56:05
"11.04.2020 17:18:08";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:15:57
"11.04.2020 17:14:08";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:54
"11.04.2020 15:56:04";P;"Servicio interrumpido por falta de custodia policial";01:16:02
"11.04.2020 09:32:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:22:00
"11.04.2020 09:02:02";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:02
"11.04.2020 09:02:02";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:02
"11.04.2020 09:02:02";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:02
"11.04.2020 09:02:02";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:02
"11.04.2020 09:02:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:02
"11.04.2020 09:02:02";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:56:02
"10.04.2020 17:28:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:02:08
"10.04.2020 17:24:07";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:57
"10.04.2020 16:00:02";P;"Servicio interrumpido por falta de custodia policial";01:22:02
"10.04.2020 11:02:02";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";21:56:00
"10.04.2020 11:02:02";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";21:56:00
"10.04.2020 11:02:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";21:56:00
"10.04.2020 11:02:02";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";21:56:00
"10.04.2020 11:02:02";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";21:56:00
"10.04.2020 11:02:02";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";21:56:00
"09.04.2020 17:18:05";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:13:59
"09.04.2020 17:14:04";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:59
"09.04.2020 16:04:05";P;"Servicio interrumpido por falta de custodia policial";01:07:57
"09.04.2020 09:08:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:54:00
"09.04.2020 09:00:02";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:58:04
"09.04.2020 09:00:02";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:58:04
"09.04.2020 09:00:02";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:58:04
"09.04.2020 09:00:02";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:58:04
"09.04.2020 09:00:02";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:58:04
"09.04.2020 09:00:02";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:58:04
"08.04.2020 17:18:06";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:09:59
"08.04.2020 17:14:02";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:02:01
"08.04.2020 16:00:10";P;"Servicio interrumpido por falta de custodia policial";01:11:53
"08.04.2020 09:14:02";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:43:59
"06.04.2020 17:14:11";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";30:59:51
"06.04.2020 17:10:06";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:58
"06.04.2020 16:04:13";P;"Servicio interrumpido por falta de custodia policial";01:04:01
"06.04.2020 15:18:04";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";65:35:57
"06.04.2020 15:16:05";H;"Los trenes ya se detienen en todas las estaciones";00:00:00
"06.04.2020 14:50:04";H;"Los trenes no se detienen en la estación Santa Fe";00:24:04
"06.04.2020 09:34:09";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:27:56
"06.04.2020 09:02:13";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";71:51:48
"06.04.2020 09:02:13";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";71:51:48
"06.04.2020 09:02:13";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";71:51:48
"06.04.2020 09:02:13";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";71:51:48
"06.04.2020 09:02:13";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";71:51:48
"06.04.2020 09:02:13";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";05:45:56
"05.04.2020 17:20:17";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:11:53
"05.04.2020 17:16:12";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:57
"05.04.2020 16:12:08";P;"Servicio interrumpido por falta de custodia policial";01:01:56
"05.04.2020 11:06:17";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";05:03:57
"04.04.2020 17:24:12";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:03:54
"04.04.2020 17:20:10";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:54
"04.04.2020 16:02:04";P;"Servicio interrumpido por falta de custodia policial";01:16:04
"04.04.2020 09:14:05";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:46:11
"03.04.2020 17:12:10";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:16:00
"03.04.2020 17:06:12";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:03:58
"03.04.2020 16:02:10";P;"Servicio interrumpido por falta de custodia policial";01:01:58
"03.04.2020 09:10:13";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:49:51
"02.04.2020 17:20:17";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:07:50
"02.04.2020 17:16:10";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:01:54
"02.04.2020 15:56:12";P;"Servicio interrumpido por falta de custodia policial";01:18:01
"02.04.2020 10:16:12";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";05:38:04
"02.04.2020 10:04:16";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";94:53:57
"02.04.2020 09:58:05";E;"Ya realiza recorrido completo entre cabeceras.";00:04:07
"02.04.2020 09:16:08";E;"Servicio limitado entre las estaciones Bolívar y Plaza de los Virreyes";00:40:06
"01.04.2020 22:44:05";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";01:48:00
"01.04.2020 16:14:14";P;"Servicio interrumpido por falta de custodia policial";01:07:52
"01.04.2020 09:12:12";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:59:52
"31.03.2020 17:32:07";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:54:05
"31.03.2020 17:30:06";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"31.03.2020 16:34:11";P;"Servicio interrumpido por falta de custodia policial.";00:53:57
"31.03.2020 15:56:04";P;"Servicio interrumpido por falta de custodia policial";00:36:05
"30.03.2020 17:10:04";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";22:44:01
"30.03.2020 17:08:10";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"30.03.2020 16:26:04";P;"Servicio interrumpido por falta de custodia policial.";00:40:09
"30.03.2020 16:02:09";P;"Servicio interrumpido por falta de custodia policial";00:22:03
"30.03.2020 09:18:07";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:42:02
"29.03.2020 20:40:04";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";180:18:09
"29.03.2020 20:36:03";H;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:02:00
"29.03.2020 20:24:07";H;"Servicio interrumpido";00:10:00
"29.03.2020 17:20:12";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:07:52
"29.03.2020 17:16:04";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:02:00
"29.03.2020 16:04:03";P;"Servicio interrumpido por falta de custodia policial";01:10:05
"29.03.2020 11:02:12";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";189:56:01
"29.03.2020 11:02:12";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";189:56:01
"29.03.2020 11:02:12";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";189:56:01
"29.03.2020 11:02:12";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";189:56:01
"29.03.2020 11:02:12";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";94:11:52
"29.03.2020 11:02:12";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";09:19:55
"28.03.2020 17:14:07";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:02:01
"28.03.2020 16:40:04";P;"Servicio interrumpido por falta de custodia policial.";00:31:59
"28.03.2020 16:00:03";P;"Servicio interrumpido por falta de custodia policial";00:38:08
"28.03.2020 10:14:07";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";05:43:56
"28.03.2020 09:02:07";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:55:56
"28.03.2020 09:02:07";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:55:56
"28.03.2020 09:02:07";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:55:56
"28.03.2020 09:02:07";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:55:56
"28.03.2020 09:02:07";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:55:56
"28.03.2020 09:02:07";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";25:55:56
"27.03.2020 22:16:07";P;"Ya realiza recorrido completo entre cabeceras.";00:01:56
"27.03.2020 22:06:08";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";00:07:55
"27.03.2020 22:04:08";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:00:00
"27.03.2020 20:22:16";P;"Servicio interrumpido por falta de suministro eléctrico externo.";01:39:56
"27.03.2020 17:10:08";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";03:09:55
"27.03.2020 16:30:15";P;"Servicio interrumpido por falta de custodia policial.";00:37:48
"27.03.2020 16:02:08";P;"Servicio interrumpido por falta de custodia policial";00:26:03
"27.03.2020 10:06:03";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";22:52:05
"27.03.2020 09:46:04";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:14:11
"26.03.2020 19:36:09";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";13:21:59
"26.03.2020 19:34:09";H;"Ya realiza recorrido completo entre cabeceras.";00:00:00
"26.03.2020 19:14:03";H;"Servicio limitado entre las estaciones Facultad de Derecho y Caseros";00:18:04
"26.03.2020 17:06:03";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:16:10
"26.03.2020 16:22:08";P;"Servicio interrumpido por falta de custodia policial.";00:42:00
"26.03.2020 15:56:07";P;"Servicio interrumpido por falta de custodia policial";00:24:04
"25.03.2020 17:22:14";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";07:05:53
"25.03.2020 16:50:12";P;"Servicio interrumpido por falta de custodia policial.";00:29:52
"25.03.2020 16:18:09";P;"Servicio interrumpido por falta de custodia policial";00:29:56
"25.03.2020 16:08:07";P;"Servicio interrumpido por falta de custodia policial.";00:07:58
"25.03.2020 09:12:06";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";06:52:01
"24.03.2020 13:48:08";P;"Fuera de servicio por protocolo de prevención coronavirus";12:12:05
"24.03.2020 11:04:06";P;"Servicio interrumpido";02:42:05
"23.03.2020 23:58:07";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";67:14:00
"23.03.2020 14:40:09";H;"Los trenes no se detienen en la estación Once";09:15:54
"23.03.2020 12:04:11";P;"Servicio interrumpido por falta de custodia policial";11:51:52
"23.03.2020 11:22:06";P;"Servicio interrumpido por medida de fuerza gremial";00:39:57
"22.03.2020 17:18:06";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:04:01
"22.03.2020 16:04:03";P;"Servicio interrumpido por falta de custodia policial";01:12:00
"22.03.2020 15:06:06";P;"Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.";00:56:01
"21.03.2020 19:36:03";P;"Ya realiza su recorrido completo entre cabeceras";00:02:00
"21.03.2020 19:24:06";P;"Servicio limitado entre las estaciones Intendete Saguier y Genaral savio";00:10:01
"21.03.2020 17:04:10";P;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:03:59
"21.03.2020 16:04:03";P;"Servicio interrumpido por falta de custodia policial";00:58:00
"21.03.2020 00:20:15";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";176:37:53
"21.03.2020 00:14:10";E;"Ya realiza recorrido completo entre cabeceras.";00:03:57
"20.03.2020 23:56:14";E;"Servicio limitado entre las estaciones Bolívar y Plaza de los Virreyes";00:15:53
"20.03.2020 14:02:09";U;"Ya se detienen en todas las estaciones.";00:03:57
"20.03.2020 08:32:03";A;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";192:26:05
"20.03.2020 08:32:03";B;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";192:26:05
"20.03.2020 08:32:03";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";192:26:05
"20.03.2020 08:32:03";D;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";192:26:05
"20.03.2020 08:32:03";E;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";15:22:07
"20.03.2020 08:32:03";H;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";78:06:03
"20.03.2020 08:32:03";U;"Por COVID19 se presta servicio en Lemos Agneta R.Darío Coronado Bosch Lynch Lacroze";05:28:08
"19.03.2020 23:10:12";C;"Por protocolo de prevención: circula con un servicio especial. Más info metrovias.com.ar";09:17:55
"19.03.2020 22:58:07";C;"Reanuda su servicio y realiza el recorrido completo entre cabeceras";00:10:04
"19.03.2020 20:36:06";C;"Servicio interrumpido por arrollamiento.";02:19:57
